Timestamp,Lamp Status,Lamp Brightness,Movement,Light (Lux)
2025-06-14 19:11:45,1,0,0,953.00
2025-06-14 19:11:47,1,0,1,1006.00
2025-06-14 19:11:47,1,0,0,646.00
2025-06-14 19:11:49,1,0,1,2147483648.00
2025-06-14 19:11:49,1,0,1,869.00
2025-06-14 19:11:49,1,0,1,159.00
2025-06-14 19:11:49,1,0,0,157.00
2025-06-14 19:11:49,1,0,0,154.00
2025-06-14 19:11:50,1,0,0,145.00
2025-06-14 19:11:50,1,0,0,138.00
2025-06-14 19:11:51,0,0,1,218.00
2025-06-14 19:11:51,0,0,1,2147483648.00
2025-06-14 19:11:51,0,0,1,2147483648.00
2025-06-14 19:11:51,0,0,1,160.00
